timestamp,producto,product_id,estacion,duracion_min,espera_min,intento_numero,estado_calidad
2025-01-02 08:43:00,Cónico,a35a4a00-1f4f-4d5c-b899-8c36ddcb81b8,Corte Material,4,43,1,APROBADO
2025-01-02 08:45:00,Cónico,b063f594-e786-4314-ac4e-e658b651051c,Corte Material,4,45,1,APROBADO
2025-01-02 08:47:00,Cónico,8349af72-63b0-4a02-a88f-df9d510a03f5,Corte Material,4,47,1,APROBADO
2025-01-02 08:36:00,Cónico,4c38f17a-e1b0-4c80-b7c8-82794ba774f3,Mecanizado Rueda,17,15,1,APROBADO
2025-01-02 08:49:00,Cónico,2943af47-4c17-4c8d-8f00-ee5cfa59baa5,Corte Material,4,49,1,APROBADO
2025-01-02 08:51:00,Cónico,f623c027-b0a7-4487-9972-9b91149212f0,Corte Material,4,51,1,APROBADO
2025-01-02 08:36:00,Cónico,5a23304f-72a4-4d49-9a3e-9ddc9ff638ac,Mecanizado Rueda,20,17,1,APROBADO
2025-01-02 08:25:00,Cónico,42655ba2-b079-4e5f-a4fe-9fe9dfd80d76,CNC Dientes Rueda,32,0,1,APROBADO
2025-01-02 08:44:00,Cónico,6bb7205a-d868-4f60-96d4-17499e134a5a,Mecanizado Rueda,13,20,1,APROBADO
2025-01-02 08:53:00,Cónico,41a7a7a2-c92c-4738-b94c-410f109185bf,Corte Material,4,53,1,APROBADO
2025-01-02 08:55:00,Cónico,8fbe9a13-a87f-402f-aa7b-1c8d4daafd8f,Corte Material,4,55,1,APROBADO
2025-01-02 08:57:00,Cónico,dc62b295-488d-47eb-bfc0-6397c20b7f99,Corte Material,4,57,1,APROBADO
2025-01-02 08:59:00,Cónico,1f8c5177-3860-4d19-ba19-936a1be20642,Corte Material,4,59,1,APROBADO
2025-01-02 09:01:00,Cónico,1f720e01-8896-4932-a991-f5962bd9af27,Corte Material,3,61,1,APROBADO
2025-01-02 09:02:00,Cónico,b6040df1-8240-4a37-9ae0-0887d2efc19e,Corte Material,4,62,1,APROBADO
2025-01-02 08:55:00,Cónico,76134346-1eaf-49c8-8ee9-9e565f2b4c6b,Mecanizado Rueda,13,26,1,APROBADO
2025-01-02 09:04:00,Cónico,d3495b9b-9fde-4469-aa1b-329817691a7f,Corte Material,4,64,1,APROBADO
2025-01-02 09:06:00,Cónico,53ef6d89-63a8-4874-aa97-835f21dd417e,Corte Material,4,66,1,APROBADO
2025-01-02 08:51:00,Cónico,6dd46d74-50df-4bf3-a219-79cad8a4bc0d,Mecanizado Rueda,21,25,1,APROBADO
2025-01-02 09:08:00,Cónico,49db3850-1906-4840-b7ca-c2c036701296,Corte Material,4,68,1,APROBADO
2025-01-02 08:54:00,Cónico,90acdf55-fbdb-4a93-b8ff-3b7f43512ff7,Mecanizado Rueda,19,27,1,APROBADO
2025-01-02 09:10:00,Cónico,b234ee5a-3b62-4872-9c60-d764ed066d07,Corte Material,5,70,1,APROBADO
2025-01-02 09:13:00,Cónico,809811f5-e61f-4e0e-a4b1-43a50218d46a,Corte Material,4,73,1,APROBADO
2025-01-02 09:11:00,Cónico,8e9ef5c9-d881-402c-8417-a731bb0389f9,Mecanizado Rueda,8,36,1,APROBADO
2025-01-02 09:15:00,Cónico,79cca708-377c-4c47-8f85-d04d465f1585,Corte Material,4,75,1,APROBADO
2025-01-02 09:17:00,Cónico,e2a888c4-1ee1-457b-9a66-075d28109dca,Corte Material,4,77,1,APROBADO
2025-01-02 09:06:00,Cónico,9093cc5b-60d0-4b24-8e1f-2d021b58c65f,Mecanizado Rueda,18,35,1,APROBADO
2025-01-02 09:19:00,Cónico,ffbd9d5b-d6fd-4ecf-872d-790630594012,Corte Material,5,79,1,APROBADO
2025-01-02 09:10:00,Cónico,22c081d4-a2a0-4127-afc0-969cd56ba313,Mecanizado Rueda,15,37,1,APROBADO
2025-01-02 09:22:00,Cónico,c9a2c221-cafb-43bb-bd9a-336f58efd3d2,Corte Material,4,82,1,APROBADO
2025-01-02 09:24:00,Cónico,9b7c1f47-a4c2-430f-aba4-40788c1de295,Corte Material,3,84,1,APROBADO
2025-01-02 08:55:00,Cónico,cc9b8a85-93ce-45fe-b76d-b23a0786e018,CNC Dientes Rueda,34,28,1,APROBADO
2025-01-02 09:25:00,Cónico,d5bb67ac-57a5-4abb-846d-cbc23c9179f2,Corte Material,4,85,1,APROBADO
2025-01-02 09:27:00,Cónico,0b2561a6-763f-4ca3-995c-d8f957977828,Corte Material,3,87,1,APROBADO
2025-01-02 09:28:00,Cónico,265e3824-8092-4b5d-a077-5def250ef28d,Corte Material,4,88,1,APROBADO
2025-01-02 09:30:00,Cónico,ba61f4f3-c55c-4295-9ba2-dd807339120c,Corte Material,4,90,1,APROBADO
2025-01-02 09:17:00,Cónico,e3b10c8e-a03c-4a5d-8b60-802225933cc3,Mecanizado Rueda,18,40,1,APROBADO
2025-01-02 09:32:00,Cónico,dcc59773-d095-42a0-b437-27f764494f40,Corte Material,4,92,1,APROBADO
2025-01-02 09:34:00,Cónico,d9fda502-9b20-4032-ada9-2ab0e7acedf8,Corte Material,4,94,1,APROBADO
2025-01-02 09:36:00,Cónico,57488c13-519e-48f6-b8a7-4559e05b677d,Corte Material,3,96,1,APROBADO
2025-01-02 09:22:00,Cónico,7cabcc78-7426-4e6a-a2d5-052fb9adbe71,Mecanizado Rueda,18,44,1,APROBADO
2025-01-02 09:23:00,Cónico,6a6ed088-1ccc-4fdd-8cbf-a53c72cd8a20,Mecanizado Rueda,18,44,1,APROBADO
2025-01-02 09:37:00,Cónico,4082d28d-d4e0-4e1e-8de0-1eebdaadc730,Corte Material,4,97,1,APROBADO
2025-01-02 09:39:00,Cónico,89eecf28-b936-47fd-a97c-05029144b1ae,Corte Material,4,99,1,APROBADO
2025-01-02 09:41:00,Cónico,b5de4d96-0480-465e-9a5b-d864598155ab,Corte Material,4,101,1,APROBADO
2025-01-02 09:43:00,Cónico,160bf567-e2c0-4d91-8569-0bd0073e2c0e,Corte Material,4,103,1,APROBADO
2025-01-02 09:33:00,Cónico,9a6b9c2f-06e1-485f-936c-7906f5cfa54c,Mecanizado Rueda,15,52,1,APROBADO
2025-01-02 09:45:00,Cónico,2db71d5e-63f4-4eab-9e13-0cc856193f54,Corte Material,4,105,1,APROBADO
2025-01-02 09:47:00,Cónico,5f434e2e-15fd-4879-a4f7-f36e7a8bc0f8,Corte Material,4,107,1,APROBADO
2025-01-02 09:49:00,Cónico,f198f64a-66a0-4309-9ea7-d8cc8af8e380,Corte Material,4,109,1,APROBADO
2025-01-02 09:38:00,Cónico,34a54c32-7fa7-4c80-b810-e8f7d914f35a,Mecanizado Rueda,16,55,1,APROBADO
2025-01-02 09:51:00,Cónico,09fe10c6-4807-46e7-9173-0747c64f7a8c,Corte Material,4,111,1,APROBADO
2025-01-02 09:53:00,Cónico,c364c539-99c6-4b70-94ef-9b8601ea9db0,Corte Material,4,113,1,APROBADO
2025-01-02 09:27:00,Cónico,be2bf208-4839-45f0-8885-89bc59b485eb,CNC Dientes Rueda,32,59,1,APROBADO
2025-01-02 09:55:00,Cónico,704c2682-2739-459c-b52a-06d1553ccca5,Corte Material,4,115,1,APROBADO
2025-01-02 09:39:00,Cónico,abd9ee88-515c-4538-9440-61a16b6440dc,Mecanizado Rueda,21,54,1,APROBADO
2025-01-02 09:57:00,Cónico,d0dae28b-a869-4f0d-b341-ee1b345226a1,Corte Material,4,117,1,APROBADO
2025-01-02 09:46:00,Cónico,a35a4a00-1f4f-4d5c-b899-8c36ddcb81b8,Mecanizado Rueda,17,59,1,APROBADO
2025-01-02 09:59:00,Cónico,44fc68e5-9cb2-47ee-8cff-fba6f53875a3,Corte Material,4,119,1,APROBADO
2025-01-02 10:01:00,Cónico,0646f0b3-5307-4b0e-a18d-f4c2b4b3696d,Corte Material,4,121,1,APROBADO
2025-01-02 10:03:00,Cónico,db7a4bbc-f6fb-44c6-a2a3-067694022639,Corte Material,4,123,1,APROBADO
2025-01-02 10:05:00,Cónico,42f326d7-2516-4426-94c4-c79c0b39a559,Corte Material,4,125,1,APROBADO
2025-01-02 09:52:00,Cónico,b063f594-e786-4314-ac4e-e658b651051c,Mecanizado Rueda,18,63,1,APROBADO
2025-01-02 10:07:00,Cónico,d4c004dd-8103-4246-aa6f-2571409e05b8,Corte Material,4,127,1,APROBADO
2025-01-02 10:09:00,Cónico,f7a90027-7a4b-41c3-8cbf-84949a25802e,Corte Material,5,129,1,APROBADO
2025-01-02 09:58:00,Cónico,8349af72-63b0-4a02-a88f-df9d510a03f5,Mecanizado Rueda,18,67,1,APROBADO
2025-01-02 10:12:00,Cónico,dd2694bf-2b9a-433c-bb79-37f1156ceb8e,Corte Material,4,132,1,APROBADO
2025-01-02 10:14:00,Cónico,f359cb36-ed0e-4bce-a0eb-c9f182f9c6b0,Corte Material,5,134,1,APROBADO
2025-01-02 10:01:00,Cónico,2943af47-4c17-4c8d-8f00-ee5cfa59baa5,Mecanizado Rueda,20,68,1,APROBADO
2025-01-02 10:17:00,Cónico,e5684735-832a-4c58-8820-d0e97ad8a7c8,Corte Material,4,137,1,APROBADO
2025-01-02 10:19:00,Cónico,0ea43612-ee56-4f24-bd14-cbb6a6f67095,Corte Material,4,139,1,APROBADO
2025-01-02 10:21:00,Cónico,a45aa8b4-90c1-445d-a89a-bdaa566a7404,Corte Material,4,141,1,APROBADO
2025-01-02 10:23:00,Cónico,c1c1fe58-2d8e-42c5-bc7a-73ea841f38ee,Corte Material,4,143,1,APROBADO
2025-01-02 10:08:00,Cónico,f623c027-b0a7-4487-9972-9b91149212f0,Mecanizado Rueda,20,73,1,APROBADO
2025-01-02 09:57:00,Cónico,1dc7842a-8d67-443e-be38-a7c3509c0a56,CNC Dientes Rueda,32,79,1,RECHAZADO
2025-01-02 10:25:00,Cónico,d572a772-e109-4f0e-86b4-1bccca8289e7,Corte Material,4,145,1,APROBADO
2025-01-02 10:27:00,Cónico,13ce70c6-89d5-4a4e-a11f-feb9857ee601,Corte Material,5,147,1,APROBADO
2025-01-02 10:14:00,Cónico,41a7a7a2-c92c-4738-b94c-410f109185bf,Mecanizado Rueda,20,77,1,APROBADO
2025-01-02 10:30:00,Cónico,76f03396-d384-4b1d-b1ce-79604cf80e32,Corte Material,4,150,1,APROBADO
2025-01-02 10:32:00,Cónico,fc6e90c2-405c-4f6d-9c82-7f56908734ad,Corte Material,4,152,1,APROBADO
2025-01-02 10:19:00,Cónico,8fbe9a13-a87f-402f-aa7b-1c8d4daafd8f,Mecanizado Rueda,18,80,1,APROBADO
2025-01-02 10:34:00,Cónico,93d7fd97-c01c-4169-8239-03011b076476,Corte Material,4,154,1,APROBADO
2025-01-02 10:36:00,Cónico,8657b67d-621d-42ce-80ba-02647b259fe9,Corte Material,3,156,1,APROBADO
2025-01-02 10:37:00,Cónico,abbf9297-4feb-4375-8588-21df8380c47e,Corte Material,4,157,1,APROBADO
2025-01-02 10:26:00,Cónico,dc62b295-488d-47eb-bfc0-6397c20b7f99,Mecanizado Rueda,16,85,1,APROBADO
2025-01-02 10:39:00,Cónico,6831daa9-a453-4877-8394-a95c02b9f6bb,Corte Material,4,159,1,APROBADO
2025-01-02 10:41:00,Cónico,0a71606a-2b52-461a-bcd8-5961362be123,Corte Material,4,161,1,APROBADO
2025-01-02 10:43:00,Cónico,50b38218-9fb5-4f15-8eda-01f8f74e001f,Corte Material,3,163,1,APROBADO
2025-01-02 10:32:00,Cónico,1f8c5177-3860-4d19-ba19-936a1be20642,Mecanizado Rueda,16,89,1,APROBADO
2025-01-02 10:44:00,Cónico,173eed32-f1d1-40a9-bd97-86de19d22fe9,Corte Material,4,164,1,APROBADO
2025-01-02 10:35:00,Cónico,1f720e01-8896-4932-a991-f5962bd9af27,Mecanizado Rueda,15,91,1,APROBADO
2025-01-02 10:46:00,Cónico,8ae3bfd1-0e49-4ac6-a75f-63473d011399,Corte Material,4,166,1,APROBADO
2025-01-02 10:48:00,Cónico,bc472785-f1df-4c03-8783-cf0750f4d4b1,Corte Material,4,168,1,APROBADO
2025-01-02 10:50:00,Cónico,9811ff7d-a191-4a8c-b66f-5190efdc6033,Corte Material,4,170,1,APROBADO
2025-01-02 10:52:00,Cónico,040e7759-c9b3-411b-b6bd-546e9a84816b,Corte Material,4,172,1,APROBADO
2025-01-02 10:40:00,Cónico,b6040df1-8240-4a37-9ae0-0887d2efc19e,Mecanizado Rueda,17,94,1,APROBADO
2025-01-02 10:54:00,Cónico,a072e4ba-7eb6-46a3-b184-35b1e5803403,Corte Material,4,174,1,APROBADO
2025-01-02 10:27:00,Cónico,9afcb483-cbfb-4fd7-9aab-390067b73915,CNC Dientes Rueda,32,101,1,APROBADO
2025-01-02 10:56:00,Cónico,68203770-fe05-464c-a344-d92a23846969,Corte Material,4,176,1,APROBADO
2025-01-02 10:58:00,Cónico,efd56256-3d22-4964-ad65-179502bbce3d,Corte Material,4,178,1,APROBADO
2025-01-02 11:00:00,Cónico,b6b55a09-2e16-4ea1-9a2e-0e9ea48928c4,Corte Material,4,180,1,APROBADO
2025-01-02 10:48:00,Cónico,53ef6d89-63a8-4874-aa97-835f21dd417e,Mecanizado Rueda,17,98,1,APROBADO
2025-01-02 10:46:00,Cónico,d3495b9b-9fde-4469-aa1b-329817691a7f,Mecanizado Rueda,20,98,1,APROBADO
2025-01-02 11:02:00,Cónico,5e9c566d-8ac1-4f4e-aa2f-f6097613a3a3,Corte Material,5,182,1,APROBADO
2025-01-02 11:05:00,Cónico,7f72c5c0-e475-4300-abe4-69381d8db69a,Corte Material,4,185,1,APROBADO
2025-01-02 10:55:00,Cónico,49db3850-1906-4840-b7ca-c2c036701296,Mecanizado Rueda,15,103,1,APROBADO
2025-01-02 11:07:00,Cónico,0a856b11-5d70-4e27-9f6e-2b5e8a3ec115,Corte Material,4,187,1,APROBADO
2025-01-02 11:09:00,Cónico,6480b343-570a-405d-bda3-702633d0a4ba,Corte Material,4,189,1,APROBADO
2025-01-02 11:11:00,Cónico,26156df1-4ee6-44df-b9e0-76d25b6fd893,Corte Material,4,191,1,APROBADO
2025-01-02 11:04:00,Cónico,809811f5-e61f-4e0e-a4b1-43a50218d46a,Mecanizado Rueda,12,107,1,APROBADO
2025-01-02 11:13:00,Cónico,2c405602-c5e3-4bfa-822d-e92c2f0480a3,Corte Material,5,193,1,APROBADO
2025-01-02 11:16:00,Cónico,3c86a1e2-817c-4caf-b7b4-5c93f4943fff,Corte Material,4,196,1,APROBADO
2025-01-02 11:03:00,Cónico,b234ee5a-3b62-4872-9c60-d764ed066d07,Mecanizado Rueda,18,108,1,APROBADO
2025-01-02 11:18:00,Cónico,3227f1d5-177a-472e-bb0f-1131310f0cca,Corte Material,3,198,1,APROBADO
2025-01-02 11:19:00,Cónico,8e147baf-8e60-41e6-be53-bda959dcc965,Corte Material,4,199,1,APROBADO
2025-01-02 11:21:00,Helicoidal,b22dfcc9-6364-486a-be0d-bd9b43eeab07,Corte Material,4,201,1,APROBADO
2025-01-02 11:08:00,Cónico,79cca708-377c-4c47-8f85-d04d465f1585,Mecanizado Rueda,18,109,1,APROBADO
2025-01-02 11:23:00,Helicoidal,425ae920-c952-4815-8d0f-e1aa0529daf7,Corte Material,4,203,1,APROBADO
2025-01-02 11:25:00,Helicoidal,dcf2b8c1-22a4-4789-bc48-807ae84e7d08,Corte Material,4,205,1,APROBADO
2025-01-02 11:27:00,Helicoidal,2bc2e74f-61fb-4774-84e6-51e10f4f86ef,Corte Material,4,207,1,APROBADO
2025-01-02 10:57:00,Cónico,4c38f17a-e1b0-4c80-b7c8-82794ba774f3,CNC Dientes Rueda,36,124,1,RECHAZADO
2025-01-02 11:19:00,Cónico,ffbd9d5b-d6fd-4ecf-872d-790630594012,Mecanizado Rueda,14,115,1,APROBADO
2025-01-02 11:29:00,Helicoidal,9db6dc31-767b-42bf-abbb-04b450fa548c,Corte Material,4,209,1,APROBADO
2025-01-02 11:31:00,Helicoidal,d76615f6-9be4-4608-82f0-22971ab060e4,Corte Material,3,211,1,APROBADO
2025-01-02 11:24:00,Cónico,c9a2c221-cafb-43bb-bd9a-336f58efd3d2,Mecanizado Rueda,12,118,1,APROBADO
2025-01-02 11:32:00,Helicoidal,735db60b-a4c2-4d5d-9855-31de6edb4bb5,Corte Material,4,212,1,APROBADO
2025-01-02 11:14:00,Cónico,e2a888c4-1ee1-457b-9a66-075d28109dca,Mecanizado Rueda,23,113,1,APROBADO
2025-01-02 11:25:00,Helicoidal,b22dfcc9-6364-486a-be0d-bd9b43eeab07,Mecanizado Piñón,12,0,1,APROBADO
2025-01-02 11:27:00,Helicoidal,425ae920-c952-4815-8d0f-e1aa0529daf7,Mecanizado Piñón,10,0,1,APROBADO
2025-01-02 11:34:00,Helicoidal,e24ed718-9603-411c-afd3-4b0e3bc8f84b,Corte Material,3,214,1,APROBADO
2025-01-02 11:35:00,Helicoidal,26bbbde3-8b11-4c1c-a76d-cb6dd8794911,Corte Material,4,215,1,APROBADO
2025-01-02 11:29:00,Helicoidal,dcf2b8c1-22a4-4789-bc48-807ae84e7d08,Mecanizado Piñón,12,0,1,APROBADO
2025-01-02 11:37:00,Helicoidal,9e20cf5c-d691-4726-9039-0f34ab0dfcf1,Corte Material,4,217,1,APROBADO
2025-01-02 11:39:00,Helicoidal,dc271dbb-f152-462c-9098-4ac2e1c46c57,Corte Material,4,219,1,APROBADO
2025-01-02 11:41:00,Helicoidal,19b033de-6e43-46df-92ca-4bb59fffcc0e,Corte Material,4,221,1,APROBADO
2025-01-02 11:43:00,Helicoidal,7ecdd008-338c-4668-b277-818b6b74285d,Corte Material,4,223,1,APROBADO
2025-01-02 11:31:00,Cónico,9b7c1f47-a4c2-430f-aba4-40788c1de295,Mecanizado Rueda,17,124,1,RECHAZADO
2025-01-02 11:35:00,Helicoidal,2bc2e74f-61fb-4774-84e6-51e10f4f86ef,Mecanizado Piñón,13,4,1,APROBADO
2025-01-02 11:35:00,Helicoidal,9db6dc31-767b-42bf-abbb-04b450fa548c,Mecanizado Piñón,14,2,1,APROBADO
2025-01-02 11:45:00,Helicoidal,40ffc3c4-14ff-46a5-b289-d3059cde80c4,Corte Material,4,225,1,APROBADO
2025-01-02 11:34:00,Cónico,d5bb67ac-57a5-4abb-846d-cbc23c9179f2,Mecanizado Rueda,17,125,1,APROBADO
2025-01-02 11:39:00,Helicoidal,d76615f6-9be4-4608-82f0-22971ab060e4,Mecanizado Piñón,12,5,1,APROBADO
2025-01-02 11:47:00,Helicoidal,cd79a152-d5c7-4411-ac5a-7444778de122,Corte Material,4,227,1,APROBADO
2025-01-02 11:37:00,Helicoidal,b22dfcc9-6364-486a-be0d-bd9b43eeab07,Tallado Piñón,16,0,1,APROBADO
2025-01-02 11:46:00,Helicoidal,735db60b-a4c2-4d5d-9855-31de6edb4bb5,Mecanizado Piñón,7,10,1,APROBADO
2025-01-02 11:49:00,Helicoidal,892c9741-a608-4b5a-a1dd-07a6aef5271b,Corte Material,4,229,1,APROBADO
2025-01-02 11:51:00,Helicoidal,1f46823c-3b3e-4ecf-a665-7a7c5def6d5c,Corte Material,3,231,1,APROBADO
2025-01-02 11:35:00,Cónico,0b2561a6-763f-4ca3-995c-d8f957977828,Mecanizado Rueda,20,125,1,APROBADO
2025-01-02 11:52:00,Helicoidal,501d2bad-febc-447a-bbb4-7b4dbdf64938,Corte Material,4,232,1,APROBADO
2025-01-02 11:54:00,Helicoidal,796ec4ca-36f4-4f1f-86f9-dc8c86643c3c,Corte Material,4,234,1,APROBADO
2025-01-02 11:56:00,Helicoidal,b345f3aa-9a50-483e-aab5-1582ec49ebe3,Corte Material,3,236,1,APROBADO
2025-01-02 11:57:00,Helicoidal,dfbc93a6-6358-46a3-8153-1fe3a1ab379f,Corte Material,3,237,1,APROBADO
2025-01-02 11:49:00,Helicoidal,26bbbde3-8b11-4c1c-a76d-cb6dd8794911,Mecanizado Piñón,12,10,1,APROBADO
2025-01-02 11:58:00,Helicoidal,6282d4b9-692b-416c-832e-1638274c79fb,Corte Material,4,238,1,APROBADO
2025-01-02 11:46:00,Cónico,265e3824-8092-4b5d-a077-5def250ef28d,Mecanizado Rueda,17,134,1,APROBADO
2025-01-02 11:47:00,Helicoidal,e24ed718-9603-411c-afd3-4b0e3bc8f84b,Mecanizado Piñón,16,10,1,APROBADO
2025-01-02 11:53:00,Cónico,dcc59773-d095-42a0-b437-27f764494f40,Mecanizado Rueda,10,137,1,APROBADO
2025-01-02 11:51:00,Helicoidal,9e20cf5c-d691-4726-9039-0f34ab0dfcf1,Mecanizado Piñón,13,10,1,APROBADO
2025-01-02 12:00:00,Helicoidal,c3f16466-9114-409e-87a4-f317ecc63841,Corte Material,4,240,1,APROBADO
2025-01-02 12:02:00,Helicoidal,fa2c0abb-6e18-43a2-b6b4-1891c9b9996a,Corte Material,4,242,1,APROBADO
2025-01-02 12:04:00,Helicoidal,fc8dbeec-2f02-43ff-938a-dd607198cbbd,Corte Material,3,244,1,APROBADO
2025-01-02 11:51:00,Helicoidal,425ae920-c952-4815-8d0f-e1aa0529daf7,Tallado Piñón,17,14,1,APROBADO
2025-01-02 11:49:00,Cónico,ba61f4f3-c55c-4295-9ba2-dd807339120c,Mecanizado Rueda,20,135,1,APROBADO
2025-01-02 12:05:00,Helicoidal,207c6518-f512-4866-8dd0-7914e6c39f36,Corte Material,4,245,1,APROBADO
2025-01-02 11:31:00,Cónico,5a23304f-72a4-4d49-9a3e-9ddc9ff638ac,CNC Dientes Rueda,39,155,1,APROBADO
2025-01-02 11:59:00,Helicoidal,dc271dbb-f152-462c-9098-4ac2e1c46c57,Mecanizado Piñón,11,16,1,APROBADO
2025-01-02 12:07:00,Helicoidal,025950a4-c346-4114-862f-a4baaad273ba,Corte Material,4,247,1,APROBADO
2025-01-02 12:09:00,Helicoidal,32efb96e-ef5d-4959-8172-411ab0b2f0ce,Corte Material,4,249,1,APROBADO
2025-01-02 12:01:00,Cónico,d9fda502-9b20-4032-ada9-2ab0e7acedf8,Mecanizado Rueda,13,143,1,APROBADO
2025-01-02 12:01:00,Helicoidal,19b033de-6e43-46df-92ca-4bb59fffcc0e,Mecanizado Piñón,13,16,1,APROBADO
2025-01-02 12:02:00,Helicoidal,7ecdd008-338c-4668-b277-818b6b74285d,Mecanizado Piñón,12,15,1,APROBADO
2025-01-02 12:11:00,Helicoidal,5d9858b1-1712-447d-8b6b-19b12bf59a01,Corte Material,5,251,1,APROBADO
2025-01-02 12:14:00,Helicoidal,ef197824-28cf-4795-8373-173c21bca437,Corte Material,4,254,1,APROBADO
2025-01-02 12:01:00,Cónico,57488c13-519e-48f6-b8a7-4559e05b677d,Mecanizado Rueda,19,142,1,APROBADO
2025-01-02 12:08:00,Helicoidal,40ffc3c4-14ff-46a5-b289-d3059cde80c4,Mecanizado Piñón,12,19,1,APROBADO
2025-01-02 12:16:00,Helicoidal,11528c5e-3428-4721-adcb-615a3bc15430,Corte Material,4,256,1,APROBADO
2025-01-02 12:12:00,Helicoidal,cd79a152-d5c7-4411-ac5a-7444778de122,Mecanizado Piñón,10,21,1,APROBADO
2025-01-02 12:12:00,Helicoidal,892c9741-a608-4b5a-a1dd-07a6aef5271b,Mecanizado Piñón,10,19,1,APROBADO
2025-01-02 12:18:00,Helicoidal,10d9571b-442f-4423-8990-2dda7fd37b01,Corte Material,4,258,1,APROBADO
2025-01-02 12:06:00,Helicoidal,dcf2b8c1-22a4-4789-bc48-807ae84e7d08,Tallado Piñón,17,25,1,APROBADO
2025-01-02 12:20:00,Helicoidal,a734a1eb-35ec-4ce1-bbab-41c649992107,Corte Material,4,260,1,APROBADO
2025-01-02 12:07:00,Cónico,4082d28d-d4e0-4e1e-8de0-1eebdaadc730,Mecanizado Rueda,19,146,1,APROBADO
2025-01-02 12:22:00,Helicoidal,2d929699-090c-4318-ab57-dd3b0c057d03,Corte Material,4,262,1,APROBADO
2025-01-02 12:12:00,Cónico,89eecf28-b936-47fd-a97c-05029144b1ae,Mecanizado Rueda,15,149,1,APROBADO
2025-01-02 12:24:00,Helicoidal,9cc07aa0-69d5-4e86-86dd-b957c0501270,Corte Material,4,264,1,APROBADO
